id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
state/NN/br-c16/1216	-0.0822321663150656	0.193072551795789	state	state	NN	press_reviews	press	C	C	C	ABC	Z	Z	Z	Z	Z	 Government devoted its attention to the creation of a welfare <font color=green>state</font> . With Britain looking inward, overseas problems were neglected and the	4	1	247	25	2	NN	press	2.47	0.25
state/NN/br-c16/1236	-0.252196774973537	0.370782952158428	state	States	NN	press_reviews	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 neglected and the baton was passed on to the United <font color=green>States</font> . Montgomery believes that she started well.`` America gave generously in	2	0	212	0	1	NNPS	press	2.12	0
state/NNP/br-a01/1035	0.0918840837943122	-0.026679151089574	state	State	NNP	press_reportage	press	A3	A	AB	ABC	person%1:03:00::	C1	C	C	ABC	 night in Blue Ridge brought enthusiastic responses from the audience. <font color=green>State</font>  Party Chairman James W. Dorsey added that enthusiasm was picking	2	1	274	50	7	NNP	press	2.74	0.5
state/NNP/br-a01/1240	-0.00386412686006287	-0.0207484169881748	state	State	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 system which the party opposes in its platform. Sam Caldwell, <font color=green>State</font>  Highway Department public relations director, resigned Tuesday to work for	5	2	282	40	6	NNP	press	2.82	0.4
state/NNP/br-a01/1412	-0.018486694089531	0.00813752603571439	state	State	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 as his first priority item. Meanwhile, it was learned the <font color=green>State</font>  Highway Department is very near being ready to issue the	2	1	269	50	7	NNP	press	2.69	0.5
state/NNP/br-a01/1928	-0.0667772173233973	0.0879705000476881	state	State	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 event Congress does provide this increase in federal funds'', the <font color=green>State</font>  Board of Education should be directed to`` give priority'' to	5	2	290	40	3	NNP	press	2.9	0.4
state/NNP/br-a01/352	-0.0395401734678361	0.0337799313335694	state	State	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 be effected''. The grand jury took a swipe at the <font color=green>State</font>  Welfare Department 's handling of federal funds granted for child	3	2	286	67	6	NNP	press	2.86	0.67
state/NNP/br-a01/392	-0.0372820120071948	0.035439156087682	state	State	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Fulton County general assistance program'', the jury said, but the <font color=green>State</font>  Welfare Department`` has seen fit to distribute these funds through	3	1	256	33	5	NNP	press	2.56	0.33
state/NNP/br-a02/1194	0.0106402369339692	-0.0160109408508974	state	State	NNP	press_reportage	press	C	C	C	ABC	group%1:03:00::	B	B	AB	ABC	 An adverse vote of 81 to 65 kept in the <font color=green>State</font>  Affairs Committee a bill which would order the referendum on	2	1	224	50	3	NNP	press	2.24	0.5
state/NNP/br-a02/1860	0.0864433237741802	-0.00514666379166961	state	State	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 A+I College and a Bachelor of Science degree from Southwestern <font color=green>State</font>  College, Weatherford, Okla.. In addition, Dr. Clark has studied at	1	0	220	0	2	NNP	press	2.2	0
state/NNP/br-a02/1877	0.0279034467410748	0.0257857481380486	state	State	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Okla.. In addition, Dr. Clark has studied at Rhode Island <font color=green>State</font>  College and Massachusetts Institute of Technology. During his college career	2	0	301	0	7	NNP	press	3.01	0
state/NNP/br-a02/1952	0.324999358000618	-0.150849839291276	state	State	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 associate professor of education at Fort Hays , Kan. , <font color=green>State</font>  College. He has served as a border patrolman and was	2	0	302	0	2	NNP	press	3.02	0
state/NNP/br-a02/793	-0.0274987058497691	0.026272599643023	state	State	NNP	press_reportage	press	A3	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 finally, and sent to the Senate, a bill extending the <font color=green>State</font>  Health Department 's authority to give planning assistance to cities	5	2	263	40	5	NNP	press	2.63	0.4
state/NNP/br-a02/914	0.0734839216623048	0.0697930766432639	state	State	NNP	press_reportage	press	A2	A	AB	ABC	location%1:03:00::	A	A	AB	ABC	 will be sought later on but in the meantime the <font color=green>State</font>  Hospital board can accept gifts and donations of a site	1	1	244	100	2	NNP	press	2.44	1
state/NNP/br-a06/128	0.0229584196740232	-0.0874218288054219	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 500 women in Trenton Monday at a forum of the <font color=green>State</font>  Federation of Women 's Clubs. Hughes said Monday,`` It is	2	2	307	100	5	NNP	press	3.07	1
state/NNP/br-a06/2141	0.178173885812483	-0.295465570223261	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 tangle with the Republican nominee''. Fifteen members of the Republican <font color=green>State</font>  Committee who are retiring- voluntarily- this year were honored yesterday	2	0	280	0	1	NNP	press	2.8	0
state/NNP/br-a06/422	0.00904694900909065	0.0544752200736668	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 launched into what the issues should be in the campaign. <font color=green>State</font>  aid to schools, the continuance of railroad passenger service, the	3	3	255	100	6	NNP	press	2.55	1
state/NNP/br-a06/475	-0.187218571768687	0.0766756952759878	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 the state and said the Meyner administration and the Republican-controlled <font color=green>State</font>  Senate`` Must share the blame for this''. Nothing that Plainfield	3	1	268	33	1	NNP	press	2.68	0.33
state/NNP/br-a07/149	0.0203033653022566	-0.0241533961667088	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 Democratic district and county leaders are reported trying to induce <font color=green>State</font>  Controller Arthur Levitt of Brooklyn to oppose Mr. Wagner for	5	3	295	60	8	NNP	press	2.95	0.6
state/NNP/br-a10/979	0.081854901954957	-0.065830221264097	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 Circuit Judge. He will attend a meeting of the Republican <font color=green>State</font>  Central Committee Saturday in Portland and see the Washington-Oregon football	4	0	285	0	4	NNP	press	2.85	0
state/NNP/br-a12/156	0.0236467613115477	-0.0597031357473888	state	State	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 last Saturday night in the 41- 8 slaughter of Washington <font color=green>State</font> . Moritz is listed on the Longhorn roster as a right	1	1	295	100	4	NNP	press	2.95	1
state/NNP/br-a12/1811	0.0753805620138242	-0.108479802664703	state	State	NNP	press_reportage	press	A	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 M. C. Reynolds and Warren Rabb. Rabb, the former Louisiana <font color=green>State</font>  field general, came off the bench for his debut with	2	1	283	50	4	NNP	press	2.83	0.5
state/NNP/br-a12/2223	0.0324094502762945	-0.0251615905930564	state	State	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 the statistics last week. Texas' 545- yard spree against Washington <font color=green>State</font>  gave the Longhorns a 3- game total offense of 1512	1	1	260	100	6	NNP	press	2.6	1
state/NNP/br-a12/777	0.0510248982733126	-0.0524413529779634	state	State	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 second-half appearance this season and that was in the Washington <font color=green>State</font>  game, for four plays: he returned the kickoff 30 yards	2	2	252	100	4	NNP	press	2.52	1
state/NNP/br-a12/821	0.0623702807487619	-0.0648003270974561	state	State	NNP	press_reportage	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 bench. Wingback Jack Collins injured a knee in the Washington <font color=green>State</font>  game but insists he 'll be ready for Oklahoma. Last	3	3	293	100	6	NNP	press	2.93	1
state/NNP/br-a14/1200	0.454661304109315	-0.106037219382467	state	States	NNP	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the past twelve months. He won the Masters, the United <font color=green>States</font>  Open and a record$ 80738 in prize money. He was	2	0	307	0	1	NNPS	press	3.07	0
state/NNP/br-a15/1617	0.119574545011713	-0.161479732899938	state	State	NNP	press_reportage	press	A2	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 baseball history, as the Blue and White beat Southeast Missouri <font color=green>State</font>  College, 5- 1, at Crystal City. The victory was the	2	1	309	50	3	NNP	press	3.09	0.5
state/NNP/br-a17/1758	0.194447072040531	-0.0573020445118368	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 Saturday to Elvis Leonard Mason, an honor graduate of Lamar <font color=green>State</font>  College of Technology, in the chapel of the First Presbyterian	1	0	288	0	3	NNP	press	2.88	0
state/NNP/br-a17/2060	0.0696836958083246	-0.0581954179388415	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 Miss Shirley Joan Meredith, a former student of North Texas <font color=green>State</font>  University, was married Saturday to Larry W. Mills, who has	2	1	284	50	5	NNP	press	2.84	0.5
state/NNP/br-a17/2075	0.111065185202492	-0.0798206716742909	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 married Saturday to Larry W. Mills, who has attended Arlington <font color=green>State</font>  College. They will live at 2705 Fitzhugh after a wedding	2	0	313	0	2	NNP	press	3.13	0
state/NNP/br-a19/1333	0.185881038860973	0.0600090653310156	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 their Chesapeake Bay-front home, has been sent to Spring Grove <font color=green>State</font>  Hospital for detention. The victims were H. Malone Dresbach, 47	1	1	297	100	2	NNP	press	2.97	1
state/NNP/br-a19/775	0.0768233446326312	-0.0300437524854935	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 board member said later, that Dr. Thomas G. Pullen, Jr., <font color=green>State</font>  superintendent of schools, told Dr. Jenkins and a number of	3	2	270	67	6	NNP	press	2.7	0.67
state/NNP/br-a19/865	0.150196477968695	-0.203213322551121	state	State	NNP	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 notes, however, that most of the school boards in the <font color=green>State</font>  do not do so. State Senator Joseph A. Bertorelli( D.	4	0	226	0	1	NNP	press	2.26	0
state/NNP/br-a21/242	0.328943479009329	-0.0592123591039295	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 being questioned about several fires in the Westphalia area by <font color=green>State</font>  Police. He also admitted killing Mrs. Hengesbach. However, the confession	2	0	303	0	1	NNP	press	3.03	0
state/NNP/br-a22/2193	0.431074087027728	-0.323441951335705	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 two of them in a fiery crash near Snellville, the <font color=green>State</font>  Patrol said Sunday. The latest death reported was that of	1	0	338	0	1	NNP	press	3.38	0
state/NNP/br-a22/538	0.102019664399805	0.155250134113641	state	State	NNP	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 other hand, Emory University derives its corporate existence from the <font color=green>State</font>  of Georgia.`` When and if it can do so without	1	1	332	100	2	NNP	press	3.32	1
state/NNP/br-a23/1258	0.0303228425173673	-0.445404615168142	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 and entertainment for functions throughout the Northwest. These included Oregon <font color=green>State</font>  Fair, for which he had been booked on and off	3	0	314	0	1	NNP	press	3.14	0
state/NNP/br-a23/1535	0.0990548412604465	-0.100899468550308	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 the Year'' in national competition completed this week at Ohio <font color=green>State</font>  University, Columbus, Ohio. Tim Larson, a junior at Wilson High	2	2	315	100	4	NNP	press	3.15	1
state/NNP/br-a26/1076	0.176180747339894	0.166784761977512	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 year history. The exhibition of cotton ginning machinery at the <font color=green>State</font>  Fair grounds is valued at more than a million dollars	1	0	277	0	5	NNP	press	2.77	0
state/NNP/br-a28/1967	0.0343218772883091	0.0820123558116662	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 could be ruled taxable to them in the year made. <font color=green>State</font>  Briefs: Voters in four counties containing and bordering Denver authorized	4	1	306	25	4	NNP	press	3.06	0.25
state/NNP/br-a30/456	0.40119397777632	0.326040534973158	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 Angeles. He started practice in 1917, and served on the <font color=green>State</font>  Board of Medical Examiners. Giving up the violin opened a	1	0	377	0	1	NNP	press	3.77	0
state/NNP/br-a37/260	0.416972498567372	0.161415767761383	state	State	NNP	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 new Administration with the breakoff decision. Kennedy, through Secretary-designate of <font color=green>State</font>  Dean Rusk, declined. He thus kept his hands free for	2	0	327	0	1	NNP	press	3.27	0
state/NNP/br-a40/1740	0.241938114247793	-0.0220603820405127	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 and star halfback. Charlayne studied journalism at Detroit 's Wayne <font color=green>State</font>  University. Last fall, after they took their hopes for entering	1	0	262	0	3	NNP	press	2.62	0
state/NNP/br-a40/1784	0.193540662578568	-0.00524147398806961	state	State	NNP	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 fall, after state investigators questioned her white roommate at Wayne <font color=green>State</font> . But Holmes was rejected again`` on the basis of his	1	0	277	0	4	NNP	press	2.77	0
state/NNP/br-a43/155	0.0787762317024018	0.181399164334444	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 the prices of these tax-exempt bonds. Other tax-exempt bonds of <font color=green>State</font>  and local governments hit a price peak on February 21	4	3	302	75	6	NNP	press	3.02	0.75
state/NNP/br-a43/66	0.194497557047889	0.278757791110033	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 Things are looking up these days for many of the <font color=green>State</font>  turnpikes on which investors depend for income from their toll-road	4	1	274	25	2	NNP	press	2.74	0.25
state/NNP/br-a43/728	0.123810876718142	0.123053678599769	state	State	NNP	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 to prove what they can do. The 187- mile Illinois <font color=green>State</font>  Toll Highway, for example, was not opened over its entire	3	2	287	67	3	NNP	press	2.87	0.67
state/NNP/br-a44/1069	0.158983969974513	0.121955492670294	state	State	NNP	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 requests every day. It is connected by teletype with the <font color=green>State</font>  Library in Albany, which will supply any book to a	1	1	285	100	4	NNP	press	2.85	1
state/NNP/br-a44/278	0.0381168717284249	0.0300587757026334	state	State	NNP	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 book resources on a county-wide or regional basis. New York <font color=green>State</font>  has what is probably the most advanced of these co-operative	1	0	231	0	4	NNP	press	2.31	0
state/NNP/br-a44/346	0.0271673600594996	0.0508786957839411	state	State	NNP	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 At one extreme are the systems of upper New York <font color=green>State</font> , where libraries in two or more counties combine to serve	1	0	253	0	5	NNP	press	2.53	0
state/NNP/br-a44/650	0.132861795051191	-0.0424932425800946	state	State	NNP	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 nearly 95 per cent of the population of New York <font color=green>State</font>  now has access to a system, and enthusiastic librarians foresee	1	0	309	0	3	NNP	press	3.09	0
state/NNP/br-b01/1166	-0.0235127046729972	0.0887504323639565	state	State	NNP	press_editorial	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 the form of a$ 1750000 budget increase for the Milledgeville <font color=green>State</font>  Hospital. Actually it amounts to$ 1250000 above what the institution	2	1	244	50	2	NNP	press	2.44	0.5
state/NNP/br-b02/1148	0.0587079856315917	-0.244931296669952	state	State	NNP	press_editorial	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 is finding it awkward to campaign against his own record. <font color=green>State</font>  Controller Arthur Levitt, on the other hand, cannot effectively deny	2	1	365	50	2	NNP	press	3.65	0.5
state/NNP/br-b04/1446	0.217328206909707	0.0196756984301933	state	State	NNP	press_editorial	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 to get gulled. According to The Chicago Tribune News Service, <font color=green>State</font>  Atty. Gen. Stanley Mosk of California has devised a series	3	1	253	33	3	NNP	press	2.53	0.33
state/NNP/br-b11/747	0.000276249612241472	-0.042075047877251	state	State	NNP	press_editorial	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 Memorial Bldg., which graphically illustrates the CDC 's broad appeal. <font color=green>State</font>  Sen. Dick Richards will keynote; state and county committeemen, CDC	3	1	273	33	5	NNP	press	2.73	0.33
state/NNP/br-b12/283	-0.0519998261609964	0.0656647970325719	state	State	NNP	press_editorial	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 when accompanied by a prisoners' committee with powers of veto. <font color=green>State</font>  and federal approval of right to walk out at any	4	1	258	25	4	NNP	press	2.58	0.25
state/NNP/br-b14/1767	0.00539029304773143	0.00767561744405491	state	State	NNP	press_editorial	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 and Lt. Gov. Byrd accepted the invitations of the Georgia <font color=green>State</font>  Chamber of Commerce to join the tour next November, the	2	1	279	50	7	NNP	press	2.79	0.5
state/NNP/br-b14/1827	0.0219949292380576	0.00425745610205274	state	State	NNP	press_editorial	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 opportunity, when the bravado comments are cast aside. The Georgia <font color=green>State</font>  Chamber of Commerce tried to guard against the danger of	2	1	298	50	7	NNP	press	2.98	0.5
state/NNP/br-b14/1845	0.0330036247222475	0.0135420180348953	state	State	NNP	press_editorial	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 against the danger of eliminating potential candidates. It wanted the <font color=green>State</font>  Democratic Executive Committee to pick the`` serious candidates''. But State	3	2	278	67	7	NNP	press	2.78	0.67
state/NNP/br-b14/1858	0.0521722926338955	-0.0149080370703231	state	State	NNP	press_editorial	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 State Democratic Executive Committee to pick the`` serious candidates''. But <font color=green>State</font>  Party Chairman James Gray of Albany said no, and he	4	1	281	25	6	NNP	press	2.81	0.25
state/NNP/br-b15/365	-0.00653961622870455	-0.084566927797937	state	State	NNP	press_editorial	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 grow. Mr. Richard Preston, executive director of the New Hampshire <font color=green>State</font>  Planning and Development Commission, in his remarks to the Governors	4	0	313	0	4	NNP	press	3.13	0
state/NNP/br-b25/264	0.139723564244881	-0.504072928307705	state	State	NNP	press_editorial	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 the dictatorship of the proletariat by an`` All People 's <font color=green>State</font> '', and also of having laid down the lines for a	1	0	357	0	1	NNP	press	3.57	0
state/NNP/br-c02/2186	0.0114419938492069	-0.0466641423423508	state	States	NNP	press_reviews	press	A5	A	AB	ABC	group%1:03:00::	B	B	AB	ABC	 Earlier this month Edward R. Murrow, director of the United <font color=green>States</font>  Information Agency, came to Hollywood and had dinner with more	2	0	266	0	6	NNPS	press	2.66	0
state/NNP/br-c11/589	0.0803941405092847	-0.0447347337907014	state	State	NNP	press_reviews	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 final change of bill in its London season, the Leningrad <font color=green>State</font>  Kirov Ballet chose tonight to give one of those choreographic	2	0	238	0	3	NNP	press	2.38	0
state/NNS/br-a03/1391	-0.0184571452197206	0.0795654311204396	state	states	NNS	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 that Congress last year passed a law providing grants to <font color=green>states</font>  to help pay medical bills of the needy aged. He	5	2	314	40	5	NNS	press	3.14	0.4
state/NNS/br-a03/1809	0.00331702771820912	0.111219550230854	state	states	NNS	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 another 10 million dollar`` initial'' appropriation for`` stimulatory grants'' to <font color=green>states</font>  to improve nursing homes. He further proposed grants of an	1	2	331	200	6	NNS	press	3.31	2
state/NNS/br-a03/1877	-0.147836809272997	0.300767003937091	state	states	NNS	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 President said he will ask Congress to increase grants to <font color=green>states</font>  for vocational rehabilitation. He did not say by how much	3	1	427	33	2	NNS	press	4.27	0.33
state/NNS/br-a04/2052	-0.0266746394393646	0.0662544412138434	state	states	NNS	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 through the enactment of legislation to provide federal grants to <font color=green>states</font>  for specified efforts in combating this disturbing crime trend. The	4	3	316	75	8	NNS	press	3.16	0.75
state/NNS/br-a04/2103	-0.0175619834362487	0.0708050996074427	state	states	NNS	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 the development of a program of federal leadership to assist <font color=green>states</font>  and local communities in their efforts to cope with the	5	3	281	60	6	NNS	press	2.81	0.6
state/NNS/br-a06/1820	0.0447532051269619	0.0542206410579881	state	states	NNS	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 and a stop to the piracy of industry by Southern <font color=green>states</font> , and a strong fight against discrimination in business and industry	3	0	287	0	4	NNS	press	2.87	0
state/NNS/br-a08/246	0.0923925957352747	-0.0336252899969062	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 route. Pennsylvania Avenue, named for one of the original 13 <font color=green>states</font> , perhaps is not the most impressive street in the District	3	2	261	67	4	NNS	press	2.61	0.67
state/NNS/br-a08/597	0.0768926703513698	0.0259076126704135	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 will include the representations of Massachusetts and Texas, the respective <font color=green>states</font>  of the President and of Vice-President L. B. Johnson. Then	3	3	313	100	5	NNS	press	3.13	1
state/NNS/br-a08/613	0.331497086892164	0.0194610827484142	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 of Vice-President L. B. Johnson. Then will come nine other <font color=green>states</font>  in the order of their admission to the union. Division	3	1	335	33	2	NNS	press	3.35	0.33
state/NNS/br-a08/635	0.0769994070755327	0.0165004933681411	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 three will be headed by the Marines followed by 12 <font color=green>states</font> ; division four will be headed by the Navy, followed by	3	1	334	33	4	NNS	press	3.34	0.33
state/NNS/br-a08/649	0.0769994070755327	0.0165004933681411	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 four will be headed by the Navy, followed by 11 <font color=green>states</font> ; division five, by the Air Force followed by 11 states	3	1	312	33	4	NNS	press	3.12	0.33
state/NNS/br-a08/661	0.0769994070755327	0.0165004933681411	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 states; division five, by the Air Force followed by 11 <font color=green>states</font> . Division six will be headed by the Coast Guard, followed	3	1	325	33	3	NNS	press	3.25	0.33
state/NNS/br-a08/683	0.0583541742065057	0.10324510192939	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 Guard, followed by the reserve forces of all services, five <font color=green>states</font> , Puerto Rico, the Virgin Islands, Guam, American Samoa, the trust	3	2	304	67	9	NNS	press	3.04	0.67
state/NNS/br-a19/91	-0.0138509654968232	0.107901489353691	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 The reduction in expenses will affect employees in the thirteen <font color=green>states</font>  in which the B.+ O. operates. It will be accomplished	3	2	314	67	5	NNS	press	3.14	0.67
state/NNS/br-a26/1320	-0.00384446233005936	0.0297674978666571	state	states	NNS	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 equipment. The firm recently expanded domestic sales into the Southeastern <font color=green>states</font>  as a result of an agreement with Cen-Tennial Gin Co.	3	2	270	67	7	NNS	press	2.7	0.67
state/NNS/br-a26/1671	0.0846661353225061	0.106548166106301	state	states	NNS	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 started here 14 years ago. They distribute equipment in 11 <font color=green>states</font> . The firm also handles gin and oil mill supplies such	3	3	308	100	6	NNS	press	3.08	1
state/NNS/br-a28/352	0.0143660865591414	0.0256393313560009	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 1960. Among individual dealers questioned in nearly a score of <font color=green>states</font> , two out of three report their sales since August 1	3	3	258	100	6	NNS	press	2.58	1
state/NNS/br-a28/397	0.184848174663936	0.334498397336203	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 sections are showing an upswing, however; the drought-seared North Central <font color=green>states</font>  are the most notable exceptions to the uptrend. The significance	3	0	402	0	2	NNS	press	4.02	0
state/NNS/br-a29/777	0.270608725207233	0.0902478715774151	state	states	NNS	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 of the Kiowa tribe and an honorary colonel in many <font color=green>states</font> . She is adept at skeet shooting, trout fishing, Afro-Cuban and	1	0	330	0	3	NNS	press	3.3	0
state/NNS/br-a41/1111	0.190242701004539	0.106079023951788	state	states	NNS	press_reportage	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 Joseph Kasavubu) who favored splitting the country into small independent <font color=green>states</font> , Balkanizing it. Second, there were those( Moise Tshombe) who favored	4	1	306	25	3	NNS	press	3.06	0.25
state/NNS/br-a41/1146	0.0269751560106602	0.149706339248944	state	states	NNS	press_reportage	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 government of limited authority, with much power residing in the <font color=green>states</font> . Third, there were those( notably Patrice Lumumba) who favored a	4	1	281	25	3	NNS	press	2.81	0.25
state/NNS/br-b02/2106	-0.013713097770162	0.0326210584240544	state	states	NNS	press_editorial	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 expected to report out a good bill calling for the <font color=green>states</font>  to match federal funds. This year 's Senate measure would	4	4	260	100	7	NNS	press	2.6	1
state/NNS/br-b04/681	0.0142679675123034	0.00387647405587747	state	states	NNS	press_editorial	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 or lack of it, toward civil rights in the 50 <font color=green>states</font>  is reported in an impressive 689- page compilation issued last	3	1	271	33	6	NNS	press	2.71	0.33
state/NNS/br-b14/854	-0.0161680271339486	0.0484709597359419	state	states	NNS	press_editorial	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 Kennedy carried 26 and Mr. Nixon 14. There are eight <font color=green>states</font>  in which the largest urban vote can be the balance	2	1	263	50	4	NNS	press	2.63	0.5
state/NNS/br-b16/2116	0.037844011713832	0.118854134926761	state	states	NNS	press_editorial	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 actually controls them. In order to attract new industries, 15 <font color=green>states</font>  or more are issuing tax free bonds to build government	3	1	295	33	4	NNS	press	2.95	0.33
state/NNS/br-b18/504	0.032786789194963	0.0191315243410698	state	states	NNS	press_editorial	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 Smoldering Congo'' you make the following comment:`` Far too many <font color=green>states</font>  are following the Russian example in refusing to pay their	4	1	233	25	4	NNS	press	2.33	0.25
state/NNS/br-b18/688	-0.041660700993434	0.052482612117548	state	states	NNS	press_editorial	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 the regular budget. But they refuse, as do the Arab <font color=green>states</font> , to support the United Nations' expenses of maintaining the United	2	0	292	0	5	NNS	press	2.92	0
state/NNS/br-b26/1852	0.0247565033991073	0.072447871871442	state	states	NNS	press_editorial	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 the freedom of the individuals concerned and also for the <font color=green>states</font>  which have been threatened by Communist domination'. At least in	4	3	270	75	5	NNS	press	2.7	0.75
